Starting tests...
acl_userdir(_alpha0, r, r, r, r) -> (0, 1, 1) OK
acl_userdir(_alpha3, rw, x, x, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, rw, x, x, wx) -> (0, 0, 1) OK
acl_userdir(_alpha1, rw, x, x, wx) -> (1, 1, 0) OK
acl_userdir(_alpha2, rw, x, x, wx) -> (1, 1, 0) OK
acl_userdir(_alpha3, rw, x, x, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, rw, x, x, x) -> (0, 0, 1) OK
acl_userdir(_alpha1, rw, x, x, x) -> (1, 1, 0) OK
acl_userdir(_alpha2, rw, x, x, x) -> (1, 1, 0) OK
acl_userdir(_alpha3, rw, x, x, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, rx, r, r, r) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, r, r) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, r, r) -> (0, 1, 1) OK
acl_userdir(_alpha3, rx, r, r, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, rx, r, r, rw) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, r, rw) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, r, rw) -> (0, 1, 1) OK
acl_userdir(_alpha3, rx, r, r, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, rx, r, r, rx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, r, rx) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, r, rx) -> (0, 1, 1) OK
acl_userdir(_alpha3, rx, r, r, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, rx, r, r, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, r, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, r, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha3, rx, r, r, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, rx, r, r, w) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, r, w) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, r, w) -> (0, 1, 1) OK
acl_userdir(_alpha3, rx, r, r, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, rx, r, r, wx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, r, wx) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, r, wx) -> (0, 1, 1) OK
acl_userdir(_alpha3, rx, r, r, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, rx, r, r, x) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, r, x) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, r, x) -> (0, 1, 1) OK
acl_userdir(_alpha3, rx, r, r, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, rx, r, rw, r) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, rw, r) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, rw, r) -> (0, 0, 1) OK
acl_userdir(_alpha3, rx, r, rw, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, rx, r, rw, rw) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, rw, rw) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, rw, rw) -> (0, 0, 1) OK
acl_userdir(_alpha3, rx, r, rw, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, rx, r, rw, rx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, rw, rx) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, rw, rx) -> (0, 0, 1) OK
acl_userdir(_alpha3, rx, r, rw, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, rx, r, rw, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, rw, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, rw, rwx) -> (0, 0, 1) OK
acl_userdir(_alpha3, rx, r, rw, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, rx, r, rw, w) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, rw, w) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, rw, w) -> (0, 0, 1) OK
acl_userdir(_alpha3, rx, r, rw, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, rx, r, rw, wx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, rw, wx) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, rw, wx) -> (0, 0, 1) OK
acl_userdir(_alpha3, rx, r, rw, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, rx, r, rw, x) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, rw, x) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, rw, x) -> (0, 0, 1) OK
acl_userdir(_alpha3, rx, r, rw, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, rx, r, rx, r) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, rx, r) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, rx, r) -> (0, 1, 0) OK
acl_userdir(_alpha3, rx, r, rx, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, rx, r, rx, rw) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, rx, rw) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, rx, rw) -> (0, 1, 0) OK
acl_userdir(_alpha3, rx, r, rx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, rx, r, rx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, rx, rx) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, rx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha3, rx, r, rx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, rx, r, rx, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, rx, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, rx, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha3, rx, r, rx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, rx, r, rx, w) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, rx, w) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, rx, w) -> (0, 1, 0) OK
acl_userdir(_alpha3, rx, r, rx, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, rx, r, rx, wx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, rx, wx) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, rx, wx) -> (0, 1, 0) OK
acl_userdir(_alpha3, rx, r, rx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, rx, r, rx, x) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, rx, x) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, rx, x) -> (0, 1, 0) OK
acl_userdir(_alpha3, rx, r, rx, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, rx, r, rwx, r) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, rwx, r) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, rwx, r) -> (0, 0, 0) OK
acl_userdir(_alpha3, rx, r, rwx, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, rx, r, rwx, rw) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, rwx, rw) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, rwx, rw) -> (0, 0, 0) OK
acl_userdir(_alpha3, rx, r, rwx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, rx, r, rwx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, rwx, rx) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, rwx, rx) -> (0, 0, 0) OK
acl_userdir(_alpha3, rx, r, rwx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, rx, r, rwx, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, rwx, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, rwx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha3, rx, r, rwx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, rx, r, rwx, w) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, rwx, w) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, rwx, w) -> (0, 0, 0) OK
acl_userdir(_alpha3, rx, r, rwx, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, rx, r, rwx, wx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, rwx, wx) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, rwx, wx) -> (0, 0, 0) OK
acl_userdir(_alpha3, rx, r, rwx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, rx, r, rwx, x) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, rwx, x) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, rwx, x) -> (0, 0, 0) OK
acl_userdir(_alpha3, rx, r, rwx, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, rx, r, w, r) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, w, r) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, w, r) -> (1, 0, 1) OK
acl_userdir(_alpha3, rx, r, w, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, rx, r, w, rw) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, w, rw) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, w, rw) -> (1, 0, 1) OK
acl_userdir(_alpha3, rx, r, w, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, rx, r, w, rx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, w, rx) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, w, rx) -> (1, 0, 1) OK
acl_userdir(_alpha3, rx, r, w, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, rx, r, w, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, w, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, w, rwx) -> (1, 0, 1) OK
acl_userdir(_alpha3, rx, r, w, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, rx, r, w, w) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, w, w) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, w, w) -> (1, 0, 1) OK
acl_userdir(_alpha3, rx, r, w, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, rx, r, w, wx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, w, wx) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, w, wx) -> (1, 0, 1) OK
acl_userdir(_alpha3, rx, r, w, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, rx, r, w, x) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, w, x) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, w, x) -> (1, 0, 1) OK
acl_userdir(_alpha3, rx, r, w, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, rx, r, wx, r) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, wx, r) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, wx, r) -> (1, 0, 0) OK
acl_userdir(_alpha3, rx, r, wx, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, rx, r, wx, rw) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, wx, rw) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, wx, rw) -> (1, 0, 0) OK
acl_userdir(_alpha3, rx, r, wx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, rx, r, wx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, wx, rx) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, wx, rx) -> (1, 0, 0) OK
acl_userdir(_alpha3, rx, r, wx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, rx, r, wx, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, wx, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, wx, rwx) -> (1, 0, 0) OK
acl_userdir(_alpha3, rx, r, wx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, rx, r, wx, w) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, wx, w) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, wx, w) -> (1, 0, 0) OK
acl_userdir(_alpha3, rx, r, wx, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, rx, r, wx, wx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, wx, wx) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, wx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha3, rx, r, wx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, rx, r, wx, x) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, wx, x) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, wx, x) -> (1, 0, 0) OK
acl_userdir(_alpha3, rx, r, wx, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, rx, r, x, r) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, x, r) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, x, r) -> (1, 1, 0) OK
acl_userdir(_alpha3, rx, r, x, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, rx, r, x, rw) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, x, rw) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, x, rw) -> (1, 1, 0) OK
acl_userdir(_alpha3, rx, r, x, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, rx, r, x, rx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, x, rx) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, x, rx) -> (1, 1, 0) OK
acl_userdir(_alpha3, rx, r, x, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, rx, r, x, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, x, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, x, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha3, rx, r, x, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, rx, r, x, w) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, x, w) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, x, w) -> (1, 1, 0) OK
acl_userdir(_alpha3, rx, r, x, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, rx, r, x, wx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, x, wx) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, x, wx) -> (1, 1, 0) OK
acl_userdir(_alpha3, rx, r, x, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, rx, r, x, x) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, r, x, x) -> (0, 1, 1) OK
acl_userdir(_alpha2, rx, r, x, x) -> (1, 1, 0) OK
acl_userdir(_alpha3, rx, r, x, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, rx, rw, r, r) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, r, r) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, r, r) -> (0, 1, 1) OK
acl_userdir(_alpha3, rx, rw, r, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, rx, rw, r, rw) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, r, rw) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, r, rw) -> (0, 1, 1) OK
acl_userdir(_alpha3, rx, rw, r, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, rx, rw, r, rx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, r, rx) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, r, rx) -> (0, 1, 1) OK
acl_userdir(_alpha3, rx, rw, r, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, rx, rw, r, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, r, rwx) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, r, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha3, rx, rw, r, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, rx, rw, r, w) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, r, w) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, r, w) -> (0, 1, 1) OK
acl_userdir(_alpha3, rx, rw, r, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, rx, rw, r, wx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, r, wx) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, r, wx) -> (0, 1, 1) OK
acl_userdir(_alpha3, rx, rw, r, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, rx, rw, r, x) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, r, x) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, r, x) -> (0, 1, 1) OK
acl_userdir(_alpha3, rx, rw, r, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, rx, rw, rw, r) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, rw, r) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, rw, r) -> (0, 0, 1) OK
acl_userdir(_alpha3, rx, rw, rw, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, rx, rw, rw, rw) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, rw, rw) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, rw, rw) -> (0, 0, 1) OK
acl_userdir(_alpha3, rx, rw, rw, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, rx, rw, rw, rx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, rw, rx) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, rw, rx) -> (0, 0, 1) OK
acl_userdir(_alpha3, rx, rw, rw, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, rx, rw, rw, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, rw, rwx) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, rw, rwx) -> (0, 0, 1) OK
acl_userdir(_alpha3, rx, rw, rw, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, rx, rw, rw, w) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, rw, w) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, rw, w) -> (0, 0, 1) OK
acl_userdir(_alpha3, rx, rw, rw, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, rx, rw, rw, wx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, rw, wx) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, rw, wx) -> (0, 0, 1) OK
acl_userdir(_alpha3, rx, rw, rw, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, rx, rw, rw, x) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, rw, x) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, rw, x) -> (0, 0, 1) OK
acl_userdir(_alpha3, rx, rw, rw, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, rx, rw, rx, r) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, rx, r) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, rx, r) -> (0, 1, 0) OK
acl_userdir(_alpha3, rx, rw, rx, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, rx, rw, rx, rw) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, rx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, rx, rw) -> (0, 1, 0) OK
acl_userdir(_alpha3, rx, rw, rx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, rx, rw, rx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, rx, rx) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, rx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha3, rx, rw, rx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, rx, rw, rx, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, rx, rwx) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, rx, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha3, rx, rw, rx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, rx, rw, rx, w) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, rx, w) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, rx, w) -> (0, 1, 0) OK
acl_userdir(_alpha3, rx, rw, rx, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, rx, rw, rx, wx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, rx, wx) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, rx, wx) -> (0, 1, 0) OK
acl_userdir(_alpha3, rx, rw, rx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, rx, rw, rx, x) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, rx, x) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, rx, x) -> (0, 1, 0) OK
acl_userdir(_alpha3, rx, rw, rx, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, rx, rw, rwx, r) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, rwx, r) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, rwx, r) -> (0, 0, 0) OK
acl_userdir(_alpha3, rx, rw, rwx, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, rx, rw, rwx, rw) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, rwx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, rwx, rw) -> (0, 0, 0) OK
acl_userdir(_alpha3, rx, rw, rwx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, rx, rw, rwx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, rwx, rx) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, rwx, rx) -> (0, 0, 0) OK
acl_userdir(_alpha3, rx, rw, rwx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, rx, rw, rwx, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, rwx, rwx) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, rwx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha3, rx, rw, rwx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, rx, rw, rwx, w) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, rwx, w) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, rwx, w) -> (0, 0, 0) OK
acl_userdir(_alpha3, rx, rw, rwx, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, rx, rw, rwx, wx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, rwx, wx) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, rwx, wx) -> (0, 0, 0) OK
acl_userdir(_alpha3, rx, rw, rwx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, rx, rw, rwx, x) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, rwx, x) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, rwx, x) -> (0, 0, 0) OK
acl_userdir(_alpha3, rx, rw, rwx, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, rx, rw, w, r) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, w, r) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, w, r) -> (1, 0, 1) OK
acl_userdir(_alpha3, rx, rw, w, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, rx, rw, w, rw) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, w, rw) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, w, rw) -> (1, 0, 1) OK
acl_userdir(_alpha3, rx, rw, w, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, rx, rw, w, rx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, w, rx) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, w, rx) -> (1, 0, 1) OK
acl_userdir(_alpha3, rx, rw, w, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, rx, rw, w, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, w, rwx) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, w, rwx) -> (1, 0, 1) OK
acl_userdir(_alpha3, rx, rw, w, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, rx, rw, w, w) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, w, w) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, w, w) -> (1, 0, 1) OK
acl_userdir(_alpha3, rx, rw, w, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, rx, rw, w, wx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, w, wx) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, w, wx) -> (1, 0, 1) OK
acl_userdir(_alpha3, rx, rw, w, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, rx, rw, w, x) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, w, x) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, w, x) -> (1, 0, 1) OK
acl_userdir(_alpha3, rx, rw, w, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, rx, rw, wx, r) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, wx, r) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, wx, r) -> (1, 0, 0) OK
acl_userdir(_alpha3, rx, rw, wx, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, rx, rw, wx, rw) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, wx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, wx, rw) -> (1, 0, 0) OK
acl_userdir(_alpha3, rx, rw, wx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, rx, rw, wx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, wx, rx) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, wx, rx) -> (1, 0, 0) OK
acl_userdir(_alpha3, rx, rw, wx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, rx, rw, wx, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, wx, rwx) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, wx, rwx) -> (1, 0, 0) OK
acl_userdir(_alpha3, rx, rw, wx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, rx, rw, wx, w) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, wx, w) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, wx, w) -> (1, 0, 0) OK
acl_userdir(_alpha3, rx, rw, wx, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, rx, rw, wx, wx) -> (0, 1, 0) OK
acl_userdir(_alpha1, rx, rw, wx, wx) -> (0, 0, 1) OK
acl_userdir(_alpha2, rx, rw, wx, wx) -> (1, 0, 0) OK
